month,payment_cards_total_thousand,payment_cards_contactless_thousand,debit_social_cards_thousand,debit_salary_cards_thousand,debit_other_cards_thousand,credit_cards_thousand,card_txn_count_thousand,card_txn_amount_mn_azn,cash_withdrawal_atm_count_thousand,cash_withdrawal_atm_amount_mn_azn,cash_withdrawal_pos_count_thousand,cash_withdrawal_pos_amount_mn_azn,non_cash_atm_count_thousand,non_cash_atm_amount_mn_azn,non_cash_pos_count_thousand,non_cash_pos_amount_mn_azn,contactless_pos_count_thousand,contactless_pos_amount_mn_azn,ecommerce_count_thousand,ecommerce_amount_mn_azn,self_service_terminal_count_thousand,self_service_terminal_amount_mn_azn,source_file,bulletin_period,country_name,country_iso,source_name,load_timestamp
2021-04-01,10265.402,4934.009,3513.88,2634.371,2953.529,1163.622,25415.357,2768.72162104,7590.161,1780.298569,21.91,95.07024924,8.246,2.04278,7445.066,311.76677044,4575.16,151.690372939996,7388.6,454.14717686,18.949,0.526051,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2021-05-01,10347.49,5130.467,3502.891,2624.787,3038.63,1181.182,26599.778,2876.60132008,8108.455,1897.116818,21.471,76.1254034,8.184,1.960385,7597.204,313.40117252,4940.789,199.47280407,7968.091,464.6681238,18.746,0.489964,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2021-06-01,10440.736,5412.215,3468.84,2622.656,3146.082,1203.158,28051.303,2954.67828652,8147.868,1877.72507,22.531,83.27162327,7.87,2.001175,8681.301,327.89380338,5934.553,227.11646306,8137.413,524.20881325,16.241,0.498156,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2021-07-01,10539.574,5680.677,3409.366,2632.074,3253.712,1244.422,29234.281,3277.5770970902,8595.232,2117.0872268,26.493,95.3591124,7.469,1.86396556,8991.912,341.3678977102,6213.478,242.87425146,8559.019,567.3459685498,18.034,0.577127,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2021-08-01,10664.52,5956.46,3401.899,2627.937,3360.079,1274.605,29925.391,3097.7304719357,8112.017,1885.514423,24.614,94.08284586,7.225,1.664006,9449.604,334.7088125522,6608.975,215.35178406,8863.788,595.3290967735,19.568,0.512232,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2021-09-01,10841.662,6313.541,3395.656,2638.748,3504.033,1303.225,31833.942,3339.9213361853,8233.521,1921.89297166,25.558,102.95712875,5.957,1.4525277,9539.87,331.9165868624,6806.988,218.260496704711,10301.966,802.08649098,26.095,0.719809,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2021-10-01,11092.96,6764.752,3459.894,2663.843,3638.421,1330.802,33414.995,3430.0212675,8431.878,1970.00581287,25.111,103.97690391,5.235,1.27808176,10221.951,349.01427107,7573.152,220.59133738999998,10718.929,826.39384104,29.445,0.92698,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2021-11-01,11291.628,7078.547,3513.738,2708.504,3697.197,1372.189,38216.687,3774.19578788,9213.04,2126.04356991,25.289,107.16197434,5.437,1.28707217,11722.448,381.2590861,8915.473,266.53639382,12434.042,939.84661016,33.819,1.052669,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2021-12-01,11480.316,7480.931,3469.159,2627.369,3974.317,1409.471,42180.107,4376.81083273,10779.582,2533.73169691,32.833,132.05014028,7.268,1.80859671,12488.913,426.02968559,9492.537,308.20065402999995,13940.346,1078.21292784,34.338,1.061928,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2022-01-01,11682.848,7772.369,3463.776,2613.392,4165.557,1440.123,38349.377,3488.03124331,8504.178,1899.075596,20.168,95.3599615,5.462,1.3356915,12365.101,384.29648859,9810.845,288.0617203,13043.338,921.45927859,27.875,1.114931,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2022-02-01,11940.006,8002.068,3520.31,2635.551,4322.671,1461.474,39729.972,3847.38703485,9364.777,2200.35073083,25.34,93.10026139,3.436,0.86426585,12347.332,361.15475957,10178.638,287.31922586,13981.749,1029.3875709,31.303,1.18715,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2022-03-01,12178.953,8289.896,3570.149,2646.784,4453.118,1508.902,47789.195,4465.16994995,10799.087,2464.59678032,29.813,114.35463007,6.998,1.7452754,13565.434,443.01989439,12412.121,359.64130384,18935.585,1255.6446458,30.787,1.158344,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2022-04-01,12310.733,8474.124,3558.507,2672.522,4547.201,1532.503,45483.639,4240.96568663,9805.94,2273.08919791,32.104,127.39126669,3.489,0.86773404,13004.019,387.02639917,11971.076,318.89720436,18301.97,1286.86953608,37.438,1.397981,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2022-05-01,12430.845,8604.91,3500.919,2673.093,4702.209,1554.624,50481.47,4595.41196222,10831.366,2444.49233222,28.701,118.11384376,3.046,0.9653403,14620.932,435.66796421,13540.487,375.33324082999997,20107.529,1389.01016374,42.096,1.92757658,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2022-06-01,12659.495,8787.461,3495.554,2694.768,4869.765,1599.408,53123.345,5061.46378812,10825.844,2676.77355534,33.339,137.69376105,2.893,1.08100145,16542.581,484.36786001,15404.893,405.27243092000003,21010.518,1542.52541906,42.291,2.32064351,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2022-07-01,12843.772,9023.74,3501.08,2717.81,4976.572,1648.31,52376.264,5143.39015769,10570.517,2726.49768401,33.234,133.51778625,2.643,0.96894567,15936.786,467.28128797,14778.231,393.00190177999997,21461.797,1583.31870005,46.936,2.913028,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2022-08-01,13035.458,9219.369,3513.876,2737.744,5088.642,1695.196,57772.568,5276.81311156,10885.263,2605.14152706,34.65,147.72998067,2.518,0.87707595,18580.158,524.39802821,17385.598,445.900498,23742.601,1727.33854921,60.33,3.25090343,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2022-09-01,13194.261,9420.126,3513.92,2738.358,5214.563,1727.42,58403.914,5189.96116913,10672.234,2543.36627599,33.415,149.33067858,2.478,0.85759347,18740.532,507.61121229,17568.49,433.39474094,24512.513,1753.67819559,59.853,3.370375,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2022-10-01,13402.008,9578.704,3520.066,2750.692,5368.654,1762.596,62361.794,5480.38461035,11623.864,2768.31179171,31.808,141.19458964,2.678,0.86873121,19594.442,549.6245929,18539.998,478.08319075,26201.515,1773.33540373,63.329,3.246411,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2022-11-01,13477.63,9711.117,3542.61,2759.116,5378.112,1797.792,65867.609,5627.16693124,11472.339,2680.50074076,28.901,140.71640782,2.569,0.9370877,21143.067,613.59077586,20123.715,543.11152537,27816.97,1923.54297917,60.502,3.181623,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2022-12-01,13630.909,9833.472,3547.485,2758.731,5501.536,1823.157,72834.16,6610.687791881,13172.27,3222.90804575,35.549,164.71225621,2.272,0.89793288,22696.779,650.4074587,21529.631,567.86168275,31887.034,2329.53604421,68.081,3.874108,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2023-01-01,13858.509,10017.991,3572.653,2759.056,5672.56,1854.24,70725.983,5336.05481556,10700.951,2304.4477488,24.653,115.91586655,1.828,0.56935888,24187.167,627.33697178,23035.548,561.3055423999999,30759.905,2032.4047236,65.273,4.253694,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2023-02-01,14017.331,10169.924,3593.723,2750.389,5791.751,1881.468,72865.319,6067.97718997,11836.324,2824.92324721,28.5,133.55106513,1.838,0.70753278,24048.554,621.85142463,23045.252,556.3688652000001,32577.199,2269.86782468,71.742,4.042423,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2023-03-01,14246.166,10378.653,3605.547,2762.211,5962.071,1916.337,86182.893,7004.24270738,13611.455,3141.08332943,30.572,142.91627614,2.051,0.70455634,29379.655,769.45546831,28169.849,692.2152152799999,38307.734,2683.47622374,71.289,4.161091,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2023-04-01,14464.738,10576.539,3605.867,2777.579,6132.133,1949.159,81237.054,6327.79611529,12203.559,2771.6028225,29.554,136.13334502,1.88,0.64153636,27281.641,664.26916409,26174.179,599.2786,37363.776,2535.34316036,69.394,4.02509,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2023-05-01,14741.391,10829.386,3618.652,2783.229,6360.656,1978.854,99818.141,7552.0955055,14415.895,3200.86318019,30.688,158.30572883,2.094,0.75277568,34652.444,826.47456999,33350.906,742.6604543,45485.932,3096.69803239,99.704,5.993534,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2023-06-01,15040.03,11129.734,3630.051,2801.434,6588.37,2020.175,89105.342,6992.09701894,12585.849,2987.30524736,27.609,148.21523624,1.683,0.66541885,31783.24,751.06084162,30576.086,676.79452354,40083.05,2867.16715459,78.228,5.745975,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2023-07-01,15346.348,11401.555,3646.517,2828.25,6819.233,2052.348,111949.804,8461.28502109,14850.141,3428.18718371,29.515,160.50809709,2.015,0.86727453,40882.317,964.67460058,39425.398,881.203778,50416.103,3583.175675,105.421,7.388,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2023-08-01,15669.379,11689.138,3660.544,2802.497,7149.044,2057.294,109838.957,8098.3709205,13505.132,3095.46940564,30.482,160.10911532,1.642,0.72827806,40868.186,905.41185552,39596.882,842.667763,49689.333,3595.85264663,104.716,7.09287,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2023-09-01,15938.96,11967.247,3593.999,2829.849,7377.133,2138.0,106993.687,7815.04367959,13205.649,3020.1305229,28.878,146.96564,1.346,0.48639141,37830.488,828.86119266,36664.49,772.839,50672.94,3551.95832,93.8,6.45242,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2023-10-01,16209.588,12290.865,3626.312,2822.225,7609.084,2151.967,120754.426,8829.70857416,15242.12,3383.82772638,28.115,154.02448326,1.906,0.74716371,40978.032,901.9870499,39650.984,836.098536,59178.62,4106.5593922,110.499,7.668123,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2023-11-01,16565.032,12657.372,3640.664,2866.137,7879.59,2178.641,121365.327,8735.46132156,14169.787,3197.28213024,27.718,223.15175964,1.654,0.90041829,41646.949,938.89967837,39953.695,861.668725,59343.135,4047.081716,115.982,7.944254,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2023-12-01,16925.157,12955.139,3655.092,2880.883,8173.498,2215.684,134246.057,10119.95295646,15974.851,3847.54101338,33.089,206.80871806,2.274,1.24169502,43019.304,986.83675049,41440.684,911.863117,69565.247,4801.24136822,106.737,8.50077,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2024-01-01,17240.879,13216.007,3659.137,2898.029,8446.072,2237.641,128022.596,8251.62878822,13106.066,2808.14791438,23.424,138.8924058,1.317,0.62872015,43106.97,929.59673467,41571.517,869.757419,66298.295,4094.49496325,92.015,7.203448,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2024-02-01,17342.637,13509.178,3471.249,2900.346,8708.895,2262.147,130233.926,9247.78971328,14055.991,3367.66686884,28.0,172.01761349,1.196,0.55355178,43229.31,897.10463142,41698.355,838.904215,67945.844,4561.54836678,100.953,8.451269,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2024-03-01,17421.128,13716.292,3442.615,2736.123,8964.596,2277.794,135880.701,9551.35843191,14553.489,3422.10577804,26.674,148.67584892,1.294,0.81360545,44386.892,951.82234559,42838.801,891.199088,71448.247,4736.85563982,88.06,7.884504,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2024-04-01,17675.795,13981.452,3448.959,2741.027,9195.95,2289.859,151007.558,10019.40798656,15344.819,3435.28918924,29.478,177.1210363,1.601,1.05659181,51012.83,989.7721045,49001.621,923.336787,79270.0,5148.53078267,112.578,8.273825,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2024-05-01,17866.957,14176.853,3428.838,2722.927,9433.114,2282.078,155719.475,10215.77069545,15356.949,3505.03723054,30.321,188.95713867,1.337,0.7028119,53092.252,1003.34409433,51291.69,948.430009,81847.393,5245.6337196,115.576,9.06916,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2024-06-01,18091.272,14392.707,3439.727,2764.828,9611.652,2275.065,147665.947,9824.20488585,14140.336,3331.86976621,26.328,160.18342071,1.212,0.66294832,50481.726,972.47908741,48494.623,908.93253871,78485.039,5122.44592344,90.409,7.186028,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2024-07-01,18340.32,14651.0,3400.723,2786.124,9867.23,2286.243,172011.858,11681.44347286,15838.614,3880.82785332,32.574,204.41616278,1.339,0.85142436,59838.624,1168.31505284,57418.459,1093.373697,90756.777,6101.5401005,119.892,9.368511,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2024-08-01,18567.099,14860.614,3359.975,2791.775,10132.965,2282.384,162413.273,10718.77215036,14114.751,3401.09947214,31.615,190.03787984,1.336,0.82201747,55280.214,1068.93442858,53320.469,1004.658383,87703.995,5737.89182113,99.073,4.076031,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2024-09-01,18923.497,15189.303,3364.985,2834.307,10450.999,2273.206,170478.284,11143.5872,14898.162,3541.26980778,30.545,182.78390643,1.556,0.96844979,55556.523,1076.05324048,53489.215,1010.200718,94653.844,6069.4422925,102.178,7.654669,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2024-10-01,19161.752,15478.041,3334.807,2853.996,10746.138,2226.811,184330.92,11599.00733263,15366.647,3619.89137745,33.796,202.43911819,1.689,1.07254366,59770.948,1138.75104918,57697.005,1069.65,103172.379,6358.57277619,100.032,7.22126,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2024-11-01,19463.059,15755.0,3367.497,2869.543,10978.33,2247.689,165875.969,10783.63933298,13925.451,3359.07563159,30.95,184.87268922,1.392,0.86717111,49337.35,956.89012779,47936.254,910.636604,96213.301,5978.23593721,70.326,3.235036,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2024-12-01,19898.735,15999.099,3381.3,2896.977,11364.099,2256.359,195672.566,13159.37846216,16613.917,4157.19143058,37.939,230.41378299,4.577,1.20634597,56795.304,1120.89168903,55065.445,1065.434369,115571.43,7360.27767288,85.574,3.746,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2025-01-01,19965.329,16085.517,3371.287,2870.389,11479.432,2244.221,179722.316,10357.14830869,13620.43,2996.33812815,26.959,175.63061365,4.365,1.05018137,56928.126,1051.9914865,55295.289,1004.37368,102657.66,5845.49034848,74.251,3.12064,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2025-02-01,20238.744,16273.078,3381.092,2881.993,11711.584,2264.075,171143.084,10972.57706207,13660.538,3399.14395259,30.637,185.62060895,3.924,1.08333806,50592.296,918.16375483,49208.922,878.127197,100716.916,6209.9666565,73.636,3.290102,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2025-03-01,20459.91,16462.646,3387.683,2906.633,11887.47,2278.124,157271.306,10222.70923413,12502.633,3214.65592878,26.031,155.42589728,4.447,1.07233118,46497.288,890.31948224,45105.167,847.839458,91967.975,5667.78333259,54.349,2.487895,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2025-04-01,20674.66,16678.528,3395.748,2914.264,12076.369,2288.279,240333.204,14171.77837005,17974.099,4300.51236806,33.369,209.63593068,4.588,1.56049365,71980.512,1224.17261079,69938.4,1173.493324,141415.539,8070.56748923,96.169,4.457,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2025-05-01,20460.912,16899.0,3286.09,2910.804,12146.947,2117.071,208830.198,12471.53750804,15392.892,3823.46670431,29.466,191.93743133,2.881,1.52353276,62369.982,1015.99329949,60661.0,975.838,122150.961,7053.14253733,67.0,3.152,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2025-06-01,20641.941,17084.13,3300.463,2912.919,12310.061,2118.498,213016.042,12943.68524759,15585.496,3990.92074117,27.114,155.29306504,3.437,2.2786780699999998,64705.542,1060.73831486,62915.461,1019.898337,124095.891,7372.984691,56.156,2.693724,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2025-07-01,20913.332,17286.0,3311.446,2938.319,12540.725,2122.842,217419.036,13331.18461019,14894.848,4004.59811895,31.805,197.43915624,3.13,2.06321637,68785.218,1119.62450042,66907.561,1076.874,125974.418,7628.54756311,72.296,3.229,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2025-08-01,21129.038,17388.273,3309.778,2924.648,12782.056,2112.556,205000.375,12383.44603368,13756.203,3650.25258481,29.188,175.92260794,2.926,1.699877,62894.815,1015.15378345,61088.744,976.19788,121049.34,7153.08753833,55.831,2.5258165,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2025-09-01,21367.567,17566.523,3308.548,2920.933,13021.831,2116.255,227440.337,13352.40625663,15311.215,3918.80945708,27.284,167.40887173,3.179,1.10580013,67207.498,1086.2019751,64730.975,1037.843324,136883.921,7807.96618476,62.253,2.889003,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2025-10-01,21701.151,17815.496,3371.667,2959.504,13258.997,2110.983,229873.117,13283.47344745,15342.028,3938.59304051,26.946,163.69428623,3.222,1.12106761,67715.716,1044.81276211,65468.0,1005.0,137965.853,7776.22787324,62.066,2.84,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2025-11-01,21834.804,17930.858,3398.094,2935.432,13403.994,2097.284,209021.371,12044.8418735,13779.749,3612.50072087,23.114,141.81478304,2.554,0.73211574,62466.751,990.24009302,59250.576,917.944989,124759.029,6947.74132063,43.331,1.687426,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2025-12-01,21979.775,17992.172,3397.513,2869.761,13635.889,2076.612,256630.13,15278.16339817,16750.764,4603.01815305,30.233,202.47454465,2.167,0.76362349,78380.065,1260.48797036,74240.0,1158.479,152470.951,8833.26784938,62.97,2.036879,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2026-01-01,22155.918,18121.0,3407.755,2864.961,13809.45,2073.752,217713.127,11220.4492084,12373.945,3048.72768735,22.396,148.61185546,1.744,0.63602539,73106.943,1084.78739418,69434.628,998.468591,124531.183,6599.94074687,99.958,1.632883,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
